OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,MSZoning_NaN,Neighborhood_NridgHt,Exterior1st_NaN,Exterior2nd_NaN,MasVnrType_None,Foundation_PConc,GarageType_Detchd,GarageFinish_Fin,GarageFinish_Unf,SaleType_NaN,SaleType_New,SaleCondition_Partial
5,2007,2007,0.0,2.0,3.0,3.0,206.0,1120.0,4.0,1120,1120,1,2.0,6,0,0.0,0.0,147000.0,0,0,0,0,1,1,0,0,0,0,1,1
4,1972,1972,0.0,2.0,3.0,1.0,150.0,630.0,4.0,630,630,1,2.0,3,0,0.0,0.0,75500.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1963,1963,156.0,2.0,2.0,0.0,763.0,936.0,4.0,1054,1054,1,3.0,6,0,2.0,480.0,137500.0,0,0,0,0,0,1,0,0,0,0,0,0
6,2002,2003,0.0,3.0,3.0,3.0,457.0,783.0,4.0,807,1509,2,3.0,7,1,2.0,393.0,183200.0,0,0,0,0,1,1,0,1,0,0,0,0
6,1954,1954,0.0,2.0,2.0,3.0,0.0,832.0,3.0,832,832,1,3.0,4,0,2.0,528.0,105500.0,0,0,0,0,1,0,1,0,1,0,0,0
9,2007,2007,452.0,4.0,4.0,1.0,48.0,1822.0,4.0,1828,1828,2,3.0,9,1,3.0,774.0,314813.0,0,1,0,0,0,1,0,0,1,0,1,1
8,2003,2003,226.0,3.0,3.0,0.0,871.0,1482.0,4.0,1482,2262,2,3.0,10,2,3.0,749.0,305000.0,0,0,0,0,0,1,0,1,0,0,0,0
3,1914,1950,0.0,2.0,2.0,3.0,41.0,864.0,2.0,864,864,1,2.0,5,0,0.0,0.0,67000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1974,1997,0.0,2.0,2.0,3.0,956.0,1522.0,2.0,1548,2614,2,2.0,9,1,2.0,624.0,240000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1977,1977,153.0,2.0,2.0,3.0,560.0,980.0,2.0,980,980,1,2.0,6,0,2.0,484.0,135000.0,0,0,0,0,0,0,1,0,1,0,0,0
6,2000,2000,513.0,3.0,3.0,3.0,420.0,756.0,4.0,756,1512,2,3.0,4,1,2.0,440.0,168500.0,0,0,0,0,0,1,1,0,1,0,0,0
6,1972,1972,288.0,2.0,2.0,3.0,247.0,732.0,3.0,1012,1790,1,2.0,8,1,2.0,484.0,165150.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1962,1962,261.0,2.0,2.0,3.0,0.0,1116.0,2.0,1116,1116,1,2.0,5,0,2.0,440.0,160000.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1960,1978,0.0,2.0,2.0,3.0,0.0,978.0,2.0,1422,1422,1,2.0,6,1,1.0,286.0,139900.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1955,1972,164.0,2.0,2.0,1.0,674.0,1156.0,4.0,1520,1520,1,2.0,7,2,1.0,364.0,153000.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1969,1969,192.0,2.0,3.0,1.0,650.0,1040.0,2.0,1040,2080,1,1.0,9,2,2.0,504.0,135000.0,0,0,0,0,0,1,0,0,1,0,0,0
6,1964,1964,259.0,2.0,2.0,0.0,624.0,1248.0,2.0,1350,1350,1,2.0,6,0,2.0,520.0,168500.0,0,0,0,0,0,0,0,0,0,0,0,0
5,1880,1991,0.0,2.0,1.0,3.0,0.0,636.0,2.0,1089,1750,1,4.0,8,0,1.0,240.0,124000.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2006,2006,108.0,3.0,3.0,2.0,24.0,1554.0,4.0,1554,1554,2,3.0,6,1,2.0,627.0,209500.0,0,1,0,0,0,1,0,0,0,0,0,0
7,1977,1977,209.0,2.0,2.0,3.0,822.0,1386.0,2.0,1411,1411,2,2.0,6,1,2.0,544.0,82500.0,0,0,0,0,0,0,0,1,0,0,0,0
5,1954,2005,0.0,2.0,2.0,3.0,480.0,1056.0,2.0,1056,1056,1,2.0,6,0,1.0,260.0,139400.0,0,0,0,0,1,0,0,0,1,0,0,0
6,1980,1980,0.0,2.0,2.0,3.0,1056.0,1056.0,3.0,1056,1056,0,2.0,4,0,2.0,576.0,144000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1914,1995,0.0,1.0,2.0,3.0,256.0,1440.0,4.0,1440,3395,2,1.0,14,0,0.0,0.0,200000.0,0,0,0,0,1,0,0,0,0,0,0,0
2,1936,1950,0.0,1.0,2.0,3.0,0.0,264.0,1.0,800,800,1,1.0,4,1,0.0,0.0,60000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1954,1954,0.0,2.0,2.0,3.0,0.0,811.0,2.0,811,1387,2,3.0,7,0,1.0,256.0,93000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1910,1950,0.0,2.0,1.0,3.0,0.0,796.0,3.0,796,796,1,2.0,4,0,0.0,0.0,85000.0,0,0,0,0,1,0,0,0,0,0,0,0
8,2006,2006,0.0,3.0,3.0,1.0,1154.0,1520.0,4.0,1567,1567,2,4.0,7,1,3.0,648.0,264561.0,0,0,0,0,1,1,0,1,0,0,1,1
8,2003,2004,472.0,4.0,4.0,0.0,1218.0,1518.0,4.0,1518,1518,1,4.0,6,1,2.0,588.0,274000.0,0,1,0,0,0,1,0,0,0,0,0,0
7,2001,2001,0.0,3.0,3.0,3.0,738.0,1057.0,4.0,1057,1929,2,3.0,7,1,2.0,650.0,226000.0,0,0,0,0,1,1,0,1,0,0,0,0
8,1972,1995,0.0,3.0,3.0,0.0,1410.0,1952.0,3.0,2000,2704,2,4.0,9,3,2.0,538.0,345000.0,0,0,0,0,1,0,0,1,0,0,0,0
5,1969,1969,263.0,2.0,2.0,3.0,493.0,780.0,4.0,780,1620,2,2.0,7,0,2.0,462.0,152000.0,0,0,0,0,0,0,0,1,0,0,0,0
9,2009,2009,162.0,4.0,4.0,2.0,1121.0,1766.0,4.0,1766,1766,2,4.0,7,1,3.0,478.0,370878.0,0,0,0,0,0,1,0,1,0,0,1,1
6,1971,1971,0.0,2.0,2.0,3.0,282.0,981.0,2.0,981,981,1,2.0,5,0,2.0,576.0,143250.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1950,1950,0.0,2.0,5.0,4.0,0.0,0.0,3.0,1048,1048,1,2.0,7,0,2.0,420.0,98300.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1953,1953,216.0,2.0,2.0,2.0,500.0,1094.0,4.0,1094,1094,1,2.0,5,2,2.0,495.0,155000.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1966,1966,351.0,2.0,2.0,3.0,0.0,756.0,2.0,1051,1839,1,2.0,7,1,2.0,442.0,155000.0,0,0,0,0,0,0,0,0,1,0,0,0
4,1970,1970,0.0,2.0,3.0,1.0,131.0,630.0,3.0,630,630,1,2.0,3,0,0.0,0.0,84500.0,0,0,0,0,1,0,0,0,0,0,0,0
7,2007,2007,0.0,3.0,3.0,3.0,0.0,813.0,4.0,822,1665,2,3.0,7,0,2.0,562.0,205950.0,0,0,0,0,0,1,0,0,0,0,0,0
4,1940,1950,0.0,2.0,2.0,2.0,0.0,755.0,2.0,755,1510,1,2.0,7,1,1.0,296.0,108000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1996,1996,0.0,3.0,3.0,3.0,0.0,880.0,4.0,909,1716,2,3.0,7,1,2.0,512.0,191000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1906,1995,0.0,2.0,2.0,3.0,0.0,756.0,4.0,756,1469,1,2.0,7,0,1.0,216.0,135000.0,0,0,0,0,1,0,1,0,1,0,0,0
8,1995,1995,660.0,3.0,3.0,0.0,1696.0,2109.0,4.0,2113,2113,2,3.0,7,1,3.0,839.0,350000.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1971,1971,381.0,2.0,2.0,3.0,0.0,525.0,2.0,525,1092,1,2.0,6,0,1.0,264.0,88000.0,0,0,0,0,0,0,1,0,1,0,0,0
5,1959,2006,54.0,3.0,2.0,3.0,806.0,1053.0,4.0,1053,1053,1,3.0,5,0,1.0,312.0,145500.0,0,0,0,0,0,0,0,0,0,0,0,0
7,1931,2000,0.0,2.0,3.0,3.0,0.0,776.0,2.0,851,1502,1,2.0,6,1,1.0,270.0,149000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1948,1950,0.0,2.0,2.0,3.0,0.0,912.0,2.0,912,1458,1,2.0,6,1,1.0,330.0,97500.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1964,1999,0.0,2.0,2.0,3.0,637.0,1486.0,4.0,1486,1486,1,2.0,7,0,2.0,480.0,167000.0,0,0,0,0,1,1,1,1,0,0,0,0
7,1976,1976,233.0,2.0,3.0,3.0,0.0,793.0,2.0,1142,1935,2,2.0,7,1,2.0,550.0,197900.0,0,0,0,0,0,0,0,0,0,0,0,0
8,1994,2005,528.0,3.0,3.0,3.0,1361.0,1629.0,4.0,1686,2448,2,3.0,8,1,3.0,711.0,402000.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1968,1968,216.0,2.0,1.0,3.0,0.0,1392.0,3.0,1392,1392,1,2.0,5,2,2.0,576.0,110000.0,0,0,0,0,0,0,0,0,0,0,0,0
4,1972,1972,0.0,2.0,3.0,1.0,920.0,1138.0,2.0,1181,1181,2,2.0,6,0,2.0,588.0,137500.0,0,0,0,0,1,0,1,0,0,0,0,0
8,2005,2006,0.0,3.0,4.0,2.0,1721.0,2077.0,4.0,2097,2097,1,4.0,8,1,3.0,1134.0,423000.0,0,0,0,0,1,1,0,1,0,0,1,1
8,2000,2000,40.0,3.0,3.0,3.0,0.0,1406.0,4.0,1454,1936,2,3.0,7,1,2.0,504.0,230500.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1965,1979,113.0,2.0,3.0,3.0,187.0,1021.0,2.0,1465,2380,2,2.0,7,1,2.0,596.0,129000.0,0,0,0,0,0,0,0,0,1,0,0,0
6,1994,1998,258.0,2.0,3.0,3.0,1138.0,1408.0,4.0,1679,1679,2,3.0,7,1,2.0,575.0,193500.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1956,1987,0.0,2.0,2.0,3.0,988.0,1188.0,3.0,1437,1437,1,2.0,6,1,2.0,576.0,168000.0,0,0,0,0,1,0,1,0,1,0,0,0
4,1922,1950,0.0,2.0,1.0,3.0,0.0,700.0,4.0,1180,1180,1,1.0,5,1,1.0,252.0,137500.0,0,0,0,0,1,0,1,0,1,0,0,0
6,2005,2005,0.0,3.0,3.0,3.0,193.0,738.0,4.0,738,1476,2,3.0,7,0,2.0,540.0,173500.0,0,0,0,0,1,1,0,1,0,0,0,0
6,1925,1950,0.0,2.0,2.0,3.0,551.0,672.0,2.0,697,1369,2,2.0,6,0,1.0,300.0,103600.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1977,1977,0.0,3.0,3.0,3.0,767.0,1208.0,2.0,1208,1208,1,2.0,6,1,2.0,546.0,165000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1957,2004,106.0,2.0,2.0,3.0,1186.0,1477.0,4.0,1839,1839,2,3.0,7,2,2.0,416.0,257500.0,0,0,0,0,0,1,0,1,0,0,0,0
6,1965,1965,0.0,2.0,2.0,3.0,892.0,1136.0,2.0,1136,1136,1,2.0,5,1,1.0,384.0,140000.0,0,0,0,0,1,0,0,0,0,0,0,0
6,1978,1978,0.0,2.0,2.0,3.0,311.0,855.0,2.0,855,1441,2,2.0,7,1,2.0,440.0,148500.0,0,0,0,0,1,0,0,0,1,0,0,0
4,1900,1950,0.0,2.0,2.0,3.0,0.0,1095.0,1.0,1095,1774,2,2.0,8,0,3.0,779.0,87000.0,0,0,0,0,1,0,0,0,1,0,0,0
5,1924,2006,0.0,3.0,2.0,3.0,0.0,768.0,4.0,792,792,1,3.0,5,0,1.0,240.0,109500.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2008,2008,464.0,3.0,4.0,2.0,0.0,2046.0,4.0,2046,2046,2,3.0,7,1,3.0,834.0,372500.0,0,0,0,0,0,1,0,1,0,0,1,1
5,1961,1961,57.0,2.0,2.0,3.0,827.0,988.0,2.0,988,988,1,2.0,5,0,2.0,572.0,128500.0,0,0,0,0,0,0,1,0,1,0,0,0
6,1980,1980,0.0,2.0,3.0,3.0,543.0,923.0,2.0,923,923,2,2.0,5,1,1.0,264.0,143000.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1932,2000,0.0,2.0,2.0,3.0,182.0,793.0,4.0,848,1520,1,2.0,6,0,1.0,281.0,159434.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1996,1997,0.0,2.0,3.0,2.0,1003.0,1291.0,4.0,1291,1291,1,3.0,6,1,2.0,431.0,173000.0,0,0,0,0,1,1,0,0,1,0,0,0
9,2002,2002,215.0,3.0,3.0,1.0,1059.0,1626.0,4.0,1668,1668,2,3.0,7,1,3.0,702.0,285000.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1998,1998,30.0,3.0,3.0,3.0,0.0,1195.0,3.0,1195,1839,2,2.0,7,0,2.0,486.0,221000.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1984,1984,0.0,3.0,3.0,2.0,828.0,1190.0,3.0,1190,2090,2,3.0,6,1,2.0,577.0,207500.0,0,0,0,0,1,0,0,1,0,0,0,0
7,2007,2007,0.0,3.0,3.0,3.0,0.0,874.0,4.0,874,1761,3,3.0,7,0,2.0,578.0,227875.0,0,0,0,0,1,1,0,1,0,0,1,1
7,2004,2004,0.0,3.0,3.0,3.0,239.0,551.0,4.0,551,1102,2,3.0,4,0,2.0,480.0,148800.0,0,0,0,0,1,1,1,0,1,0,0,0
8,2007,2007,0.0,3.0,3.0,1.0,945.0,1419.0,4.0,1419,1419,2,3.0,7,1,2.0,567.0,392000.0,0,0,0,0,0,1,0,0,0,0,1,1
6,2005,2006,256.0,3.0,3.0,1.0,20.0,1362.0,4.0,1362,1362,2,3.0,6,1,2.0,460.0,194700.0,0,1,0,0,0,1,0,0,0,0,0,0
6,2004,2004,147.0,3.0,3.0,0.0,697.0,848.0,4.0,848,848,1,3.0,3,1,2.0,420.0,141000.0,0,0,0,0,0,1,0,0,0,0,0,0
10,1994,1995,1170.0,4.0,4.0,0.0,1455.0,2444.0,4.0,2444,4316,3,4.0,10,2,3.0,832.0,755000.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1989,1990,293.0,3.0,3.0,0.0,965.0,1210.0,4.0,1238,2519,2,3.0,9,2,2.0,628.0,335000.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1921,1968,0.0,2.0,2.0,3.0,0.0,1073.0,4.0,1073,1073,1,2.0,4,0,1.0,326.0,108480.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1936,1950,0.0,2.0,2.0,3.0,0.0,927.0,2.0,1067,1539,1,2.0,5,0,2.0,576.0,141500.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1987,1987,72.0,2.0,3.0,3.0,980.0,1112.0,3.0,1137,1137,2,3.0,5,1,2.0,551.0,176000.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1921,1950,0.0,2.0,2.0,3.0,616.0,616.0,3.0,616,616,1,2.0,4,0,1.0,205.0,89000.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1952,1952,0.0,2.0,4.0,2.0,210.0,980.0,1.0,1148,1148,1,2.0,6,0,1.0,308.0,123500.0,0,0,0,0,1,1,1,0,1,0,0,0
5,1965,2009,0.0,2.0,2.0,3.0,553.0,894.0,4.0,894,894,1,2.0,5,1,1.0,336.0,138500.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2004,2004,0.0,3.0,3.0,2.0,16.0,1391.0,4.0,1391,1391,2,3.0,5,0,2.0,530.0,196000.0,0,0,0,0,1,1,0,0,0,0,0,0
8,2002,2002,630.0,3.0,4.0,0.0,1274.0,1800.0,4.0,1800,1800,2,3.0,7,1,3.0,765.0,312500.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1969,1969,168.0,2.0,2.0,3.0,0.0,1164.0,2.0,1164,1164,1,2.0,6,0,2.0,528.0,140000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2006,2006,466.0,4.0,4.0,3.0,0.0,1234.0,4.0,1264,2576,2,4.0,10,1,3.0,666.0,361919.0,0,0,0,0,0,1,0,1,0,0,1,1
5,1900,1996,0.0,2.0,3.0,3.0,0.0,360.0,3.0,1032,1812,2,3.0,8,1,2.0,672.0,140000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2004,2005,109.0,3.0,3.0,1.0,712.0,1473.0,4.0,1484,1484,2,3.0,7,0,2.0,606.0,213000.0,0,0,0,0,0,1,0,0,0,0,0,0
4,1930,1950,0.0,1.0,5.0,4.0,0.0,0.0,1.0,372,1092,2,1.0,7,0,0.0,0.0,55000.0,0,0,0,0,1,0,0,0,0,0,0,0
7,1971,2002,351.0,2.0,3.0,0.0,1219.0,1643.0,2.0,1824,1824,2,3.0,5,2,2.0,739.0,302000.0,0,0,0,0,0,0,0,0,1,0,0,0
8,2006,2006,176.0,3.0,3.0,3.0,863.0,1324.0,4.0,1324,1324,2,3.0,6,1,2.0,550.0,254000.0,0,1,0,0,0,1,0,1,0,0,0,0
7,2007,2007,0.0,3.0,3.0,1.0,0.0,728.0,4.0,728,1456,2,3.0,8,1,2.0,400.0,179540.0,0,0,0,0,1,1,0,1,0,0,1,1
5,1966,1966,41.0,2.0,2.0,3.0,0.0,876.0,2.0,904,904,1,2.0,6,0,1.0,408.0,109900.0,0,0,0,0,0,1,0,0,1,0,0,0
3,1935,2003,0.0,3.0,2.0,3.0,0.0,270.0,3.0,729,729,1,2.0,5,0,0.0,0.0,52000.0,0,0,0,0,1,0,0,0,0,0,0,0
4,1900,1950,0.0,2.0,2.0,2.0,0.0,859.0,3.0,859,1178,1,2.0,7,0,1.0,384.0,102776.0,0,0,0,0,1,0,1,0,0,0,0,0
8,1988,1989,0.0,3.0,3.0,2.0,767.0,1228.0,3.0,1228,1228,2,3.0,5,1,2.0,472.0,189000.0,0,0,0,0,1,1,0,1,0,0,0,0
4,1970,1970,160.0,2.0,2.0,1.0,789.0,960.0,2.0,960,960,1,2.0,6,0,2.0,576.0,129000.0,0,0,0,0,0,0,1,0,1,0,0,0
6,1976,2005,289.0,3.0,2.0,3.0,533.0,725.0,4.0,725,1479,2,3.0,6,0,2.0,475.0,130500.0,0,0,0,0,0,0,0,0,0,0,0,0
6,1974,1974,174.0,2.0,3.0,3.0,0.0,1064.0,2.0,1350,1350,2,2.0,7,1,2.0,478.0,165000.0,0,0,0,0,0,0,0,0,0,0,0,0
7,1890,1998,0.0,2.0,2.0,3.0,0.0,718.0,4.0,1576,2554,1,2.0,8,0,2.0,704.0,159500.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1973,2000,0.0,2.0,3.0,3.0,1084.0,1176.0,3.0,1178,1178,1,3.0,5,1,2.0,439.0,157000.0,0,0,0,0,1,0,0,0,1,0,0,0
7,1993,1994,651.0,3.0,3.0,0.0,1173.0,1311.0,4.0,1325,2418,2,3.0,9,1,3.0,983.0,341000.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1969,1969,0.0,2.0,3.0,0.0,523.0,971.0,2.0,971,971,1,2.0,5,1,1.0,300.0,128500.0,0,0,0,0,1,0,0,0,1,0,0,0
8,1985,1985,0.0,3.0,3.0,0.0,1148.0,1742.0,2.0,1742,1742,2,3.0,5,1,2.0,564.0,275000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,2004,2004,169.0,3.0,3.0,1.0,662.0,848.0,4.0,848,848,1,3.0,3,0,2.0,420.0,143000.0,0,0,0,0,0,1,0,0,0,0,0,0
4,1970,1970,0.0,2.0,2.0,3.0,191.0,864.0,4.0,864,864,1,2.0,5,0,2.0,463.0,124500.0,0,0,0,0,1,0,1,0,1,0,0,0
4,1954,1972,0.0,2.0,2.0,3.0,0.0,941.0,4.0,997,1470,2,2.0,7,0,1.0,548.0,135000.0,0,0,0,0,1,1,1,0,1,0,0,0
9,2007,2008,340.0,4.0,4.0,3.0,1234.0,1698.0,4.0,1698,1698,2,4.0,8,1,3.0,768.0,320000.0,0,0,0,0,0,1,0,1,0,0,0,0
4,1970,1970,0.0,2.0,2.0,3.0,375.0,864.0,2.0,864,864,1,3.0,5,0,2.0,660.0,120500.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1988,2007,260.0,3.0,3.0,3.0,808.0,880.0,4.0,1680,1680,2,3.0,5,1,2.0,540.0,222000.0,0,0,0,0,0,0,0,1,0,0,0,0
7,2007,2007,82.0,3.0,3.0,1.0,724.0,1232.0,4.0,1232,1232,2,3.0,6,0,2.0,632.0,194500.0,0,0,0,0,0,1,0,0,0,0,0,0
5,1958,1958,95.0,2.0,2.0,3.0,0.0,1584.0,2.0,1776,1776,2,2.0,9,0,3.0,888.0,110000.0,0,0,0,0,0,0,1,0,1,0,0,0
4,1925,1950,0.0,2.0,2.0,3.0,152.0,780.0,2.0,848,1208,1,2.0,5,0,2.0,539.0,103000.0,0,0,0,0,1,0,1,0,1,0,0,0
8,1995,1996,0.0,3.0,3.0,3.0,1180.0,1595.0,4.0,1616,1616,2,3.0,5,1,2.0,608.0,236500.0,0,0,0,0,1,1,0,0,0,0,0,0
7,2003,2003,442.0,3.0,4.0,1.0,786.0,868.0,4.0,1146,1146,2,3.0,6,1,2.0,438.0,187500.0,0,0,0,0,0,1,0,1,0,0,0,0
7,1998,1999,202.0,3.0,3.0,1.0,252.0,1153.0,4.0,1153,2031,2,3.0,8,1,2.0,541.0,222500.0,0,0,0,0,0,1,0,1,0,0,0,0
5,1961,1983,0.0,2.0,2.0,3.0,594.0,864.0,4.0,1144,1144,1,2.0,6,1,1.0,264.0,131400.0,0,0,0,0,1,0,0,0,0,0,0,0
5,1968,1968,0.0,2.0,2.0,3.0,0.0,948.0,2.0,948,948,1,2.0,6,0,1.0,300.0,108000.0,0,0,0,0,1,1,0,0,1,0,0,0
7,1914,1970,0.0,2.0,3.0,2.0,390.0,880.0,1.0,880,1768,1,2.0,6,2,2.0,320.0,163000.0,0,0,0,0,1,0,1,0,1,0,0,0
3,1950,1950,0.0,2.0,5.0,4.0,0.0,0.0,3.0,1040,1040,2,2.0,6,0,2.0,400.0,93500.0,0,0,0,0,1,0,1,0,1,0,0,0
8,2005,2005,0.0,3.0,3.0,3.0,0.0,893.0,4.0,901,1801,2,3.0,8,1,3.0,800.0,239900.0,0,0,0,0,1,1,0,1,0,0,0,0
5,1987,1988,0.0,2.0,3.0,0.0,1200.0,1200.0,2.0,1200,1200,3,2.0,5,0,0.0,0.0,179000.0,0,0,0,0,1,0,0,0,0,0,0,0
7,2004,2004,0.0,3.0,3.0,3.0,0.0,864.0,4.0,864,1728,2,3.0,7,0,2.0,572.0,190000.0,0,0,0,0,1,1,0,0,0,0,0,0
5,1910,2002,0.0,2.0,1.0,3.0,0.0,264.0,4.0,768,1432,2,2.0,7,0,2.0,360.0,132000.0,0,0,0,0,1,0,1,0,1,0,0,0
6,1961,1996,0.0,2.0,2.0,2.0,832.0,912.0,3.0,912,912,1,3.0,5,0,1.0,288.0,142000.0,0,0,0,0,1,0,1,0,1,0,0,0
7,2000,2001,108.0,2.0,3.0,3.0,0.0,1349.0,4.0,1349,1349,2,2.0,6,0,2.0,539.0,179000.0,0,0,0,0,0,1,0,0,1,0,0,0
5,1963,1999,0.0,2.0,3.0,1.0,444.0,520.0,4.0,1464,1464,2,2.0,6,1,2.0,480.0,175000.0,0,0,0,0,1,0,0,0,0,0,0,0
8,1993,1993,0.0,3.0,3.0,3.0,733.0,1337.0,3.0,1337,1337,2,3.0,5,1,2.0,462.0,180000.0,0,0,0,0,1,1,0,0,0,0,0,0
8,1976,1996,289.0,4.0,2.0,3.0,575.0,1142.0,4.0,1175,2715,3,3.0,11,2,2.0,831.0,299800.0,0,0,0,0,0,0,0,1,0,0,0,0
7,2000,2000,0.0,3.0,3.0,3.0,300.0,952.0,4.0,980,2256,2,3.0,8,1,2.0,554.0,236000.0,0,0,0,0,1,1,0,1,0,0,0,0
7,1880,2003,0.0,3.0,2.0,3.0,0.0,1240.0,2.0,1320,2640,1,3.0,8,1,4.0,864.0,265979.0,0,0,0,0,1,0,1,0,1,0,0,0
7,1996,1996,338.0,3.0,3.0,3.0,919.0,1720.0,4.0,1720,1720,2,3.0,7,1,2.0,527.0,260400.0,0,0,0,0,0,1,0,1,0,0,0,0
4,1945,1950,0.0,2.0,5.0,4.0,0.0,0.0,2.0,1088,1529,2,2.0,9,0,1.0,240.0,98000.0,0,0,0,0,1,0,1,0,1,0,0,0
4,1910,2004,0.0,2.0,2.0,3.0,0.0,576.0,3.0,792,1140,1,2.0,7,0,0.0,0.0,96500.0,0,0,0,0,1,0,0,0,0,0,0,0
7,2003,2003,0.0,3.0,3.0,3.0,0.0,660.0,4.0,660,1320,2,3.0,6,0,2.0,400.0,162000.0,0,0,0,0,1,1,0,1,0,0,0,0
6,1997,1997,0.0,2.0,3.0,0.0,1200.0,1479.0,4.0,1494,1494,2,3.0,6,0,2.0,576.0,217000.0,0,0,0,0,1,1,0,0,0,0,0,0
8,2005,2005,178.0,3.0,3.0,2.0,0.0,1030.0,3.0,1038,2098,2,4.0,8,1,3.0,878.0,275500.0,0,1,0,0,0,1,0,0,0,0,0,0
6,1969,2005,0.0,2.0,2.0,3.0,439.0,1026.0,3.0,1026,1026,1,3.0,5,0,2.0,440.0,156000.0,0,0,0,0,1,0,1,0,0,0,0,0
6,1999,1999,894.0,2.0,3.0,3.0,381.0,729.0,3.0,742,1471,2,2.0,6,0,2.0,440.0,172500.0,0,0,0,0,0,1,1,0,1,0,0,0
8,2007,2007,0.0,3.0,3.0,1.0,20.0,866.0,4.0,866,1768,2,3.0,7,0,2.0,578.0,212000.0,0,0,0,0,1,1,0,0,0,0,0,0
6,1978,1978,328.0,2.0,2.0,2.0,438.0,672.0,2.0,672,1386,2,2.0,6,1,2.0,440.0,158900.0,0,0,0,0,0,0,0,1,0,0,0,0
7,1999,1999,360.0,2.0,3.0,3.0,549.0,744.0,3.0,757,1501,2,2.0,6,0,2.0,440.0,179400.0,0,0,0,0,0,1,1,0,1,0,0,0
8,1995,1995,513.0,3.0,3.0,1.0,56.0,1318.0,4.0,1328,2531,2,3.0,9,1,3.0,752.0,290000.0,0,0,0,0,0,1,0,0,0,0,0,0
6,1959,1959,0.0,2.0,2.0,3.0,612.0,864.0,4.0,864,864,1,2.0,5,0,1.0,300.0,127500.0,0,0,0,0,1,0,1,0,1,0,0,0
5,1924,1950,0.0,2.0,2.0,2.0,405.0,1145.0,2.0,1301,1301,1,1.0,5,0,2.0,440.0,100000.0,0,0,0,0,1,1,1,0,1,0,0,0
7,2009,2009,0.0,2.0,3.0,2.0,24.0,756.0,4.0,764,1547,2,3.0,7,0,2.0,614.0,215200.0,0,0,0,0,1,1,0,0,1,0,0,0
8,1999,1999,673.0,3.0,3.0,2.0,1163.0,1252.0,4.0,1268,2365,2,3.0,8,1,3.0,856.0,337000.0,0,0,0,0,0,1,0,0,0,0,0,0
8,1995,1996,0.0,3.0,3.0,1.0,437.0,1494.0,4.0,1494,1494,1,4.0,6,1,2.0,481.0,270000.0,0,0,0,0,1,1,0,1,0,0,0,0
9,2008,2008,284.0,3.0,3.0,3.0,0.0,1498.0,4.0,1506,1506,2,4.0,6,1,2.0,592.0,264132.0,0,0,0,0,0,1,0,1,0,0,1,1
7,1988,1988,42.0,2.0,3.0,3.0,394.0,980.0,2.0,980,1714,2,2.0,7,1,2.0,496.0,196500.0,0,0,0,0,0,0,0,0,1,0,0,0
